GEOID,District,Total,Total_VAP,White,Hispanic,Black,Native,Asian,Pacific,D_votes,R_votes
37183001-19,2,3307,2420,248,534,1658,45,8,2,1340.3333333333333,65.16666666666667
37183001-20,2,4279,3802,1729,245,1640,56,146,2,1940.5,245.5
37183001-21,2,8436,6703,3090,1218,2000,108,327,1,2474.8333333333335,844.6666666666666
37183001-22,2,6719,4820,352,790,3600,69,96,2,3010.5,163.16666666666666
37183001-23,2,14407,13946,9352,818,1831,215,1697,12,2930.8333333333335,954.1666666666666
37183001-25,2,1158,799,201,39,526,9,23,0,437.1666666666667,39.333333333333336
37183001-26,2,5556,4910,2191,308,2285,99,81,3,1654.6666666666667,106.66666666666667
37183001-27,2,3680,3192,1975,406,622,57,134,3,1509.0,281.8333333333333
37183001-28,2,7107,5661,2618,579,2262,100,171,7,3039.5,500.0
37183001-29,2,3107,2351,2117,63,72,26,55,1,1248.6666666666667,938.3333333333334
37183001-30,2,1726,1262,1157,25,26,15,28,2,700.6666666666666,472.1666666666667
37183001-31,2,8971,7409,3257,976,1528,135,1537,32,2212.1666666666665,474.3333333333333
37183001-32,2,4834,3829,2283,419,788,111,246,4,1591.1666666666667,523.0
37183001-33,2,2402,1861,1692,49,40,20,60,0,1002.3333333333334,487.6666666666667
37183001-34,2,2704,2353,757,179,1375,21,50,1,1130.1666666666667,58.0
37183001-35,2,4274,3143,333,855,1902,87,42,3,1623.3333333333333,76.33333333333333
37183001-36,2,3884,3189,2694,113,208,18,139,3,1238.6666666666667,1036.8333333333333
37183001-37,2,2468,1937,1656,67,122,24,53,0,955.6666666666666,685.5
37183001-38,2,3826,3036,1391,610,756,77,218,5,1318.3333333333333,526.8333333333334
37183001-39,2,3881,3280,2124,240,769,52,109,5,1552.6666666666667,646.8333333333334
37183001-40,2,8121,5885,648,1176,3990,133,115,12,3012.3333333333335,220.16666666666666
37183001-41,2,4205,3767,2054,261,496,74,890,4,1385.8333333333333,376.6666666666667
37183001-42,2,3734,2927,2399,115,238,34,130,7,1233.6666666666667,1224.1666666666667
37183001-43,2,4057,3351,1922,342,934,53,141,5,1338.1666666666667,577.1666666666666
37183001-44,2,5997,4856,2751,669,1229,106,164,5,2090.8333333333335,899.0
37183001-45,2,3288,2440,1385,259,603,29,183,4,911.8333333333334,559.3333333333334
37183001-46,2,7536,5343,944,1768,2343,135,298,4,1902.1666666666667,328.1666666666667
37183001-47,2,2838,2159,1847,77,135,16,60,2,1044.6666666666667,893.8333333333334
37183001-48,2,3343,2694,1864,194,427,64,154,0,1468.1666666666667,417.8333333333333
37183001-49,2,6285,5185,2523,684,1476,101,399,12,1926.6666666666667,580.5
37183001-50,2,4736,3483,429,449,2493,63,114,8,2215.5,151.66666666666666
37183001-51,2,1454,1186,956,85,103,16,34,0,579.0,392.3333333333333
37183002-01,2,4172,3229,2679,125,225,44,149,4,1476.3333333333333,1323.5
37183002-02,2,7699,5772,4814,205,364,75,277,10,2424.3333333333335,2708.5
37183002-03,2,3736,2902,2574,92,79,35,99,1,1204.5,1452.6666666666667
37183002-04,2,3188,2481,2086,51,126,32,151,3,990.0,1167.5
37183002-05,2,1263,972,842,32,42,6,41,0,480.3333333333333,457.6666666666667
37183002-06,2,3198,2458,2101,76,124,35,123,3,1047.0,1316.1666666666667
37183003-00,2,10670,6901,4775,388,517,137,1078,5,2561.5,2260.5
37183004-01,2,3295,2779,1913,306,357,54,160,2,1238.8333333333333,633.6666666666666
37183004-02,2,5125,3818,2060,1134,345,99,209,2,1401.3333333333333,761.1666666666666
37183004-03,2,3560,2803,1701,393,420,55,251,14,1184.3333333333333,544.1666666666666
37183004-04,2,3171,2460,1363,484,418,49,158,3,928.6666666666666,476.0
37183004-05,2,5069,3858,2665,191,321,41,633,1,2056.8333333333335,1107.3333333333333
37183004-06,2,4051,3428,2719,155,319,44,187,1,1638.3333333333333,960.0
37183004-07,2,3509,2710,2359,78,54,38,170,2,1239.8333333333333,1281.0
37183004-08,2,3941,3051,1666,238,533,66,548,10,1510.8333333333333,599.1666666666666
37183004-09,2,4005,3088,1813,156,218,34,834,9,1286.3333333333333,904.5
37183004-10,2,3964,3142,2273,221,197,40,394,9,1539.6666666666667,900.3333333333334
37183004-11,2,2820,2084,1065,473,303,64,194,1,936.5,371.6666666666667
37183004-12,2,3791,2960,2346,167,138,41,247,3,1518.8333333333333,940.6666666666666
37183004-13,2,6415,4940,3205,261,287,48,1111,8,2544.6666666666665,1495.3333333333333
37183004-14,2,2147,1768,1437,133,81,31,76,5,915.8333333333334,567.0
37183004-15,2,3546,2740,1934,207,315,36,245,2,1410.1666666666667,756.5
37183004-16,2,2773,2279,1841,153,137,37,105,2,1234.1666666666667,594.1666666666666
37183004-17,2,2561,2138,1535,127,218,35,208,1,1097.8333333333333,498.6666666666667
37183004-18,2,4551,3822,2406,213,426,43,729,6,1610.8333333333333,812.8333333333334
37183004-19,2,2449,1790,1407,85,88,29,177,4,994.5,559.1666666666666
37183004-20,2,5344,4233,2462,578,583,106,561,11,1774.0,853.6666666666666
37183004-21,2,3676,2912,1510,502,605,40,279,5,1088.0,400.8333333333333
37183005-01,2,7274,5847,3201,389,683,59,1494,8,2218.6666666666665,1319.0
37183005-03,2,8411,6602,3214,369,541,45,2401,5,2066.5,1343.1666666666667
37183005-05,2,12050,9907,5168,774,2620,186,1219,17,4178.5,1962.1666666666667
37183005-06,2,7887,5764,3281,192,244,56,1952,17,2735.0,1678.1666666666667
37183005-07,2,14766,10122,3320,502,1052,136,5130,22,4233.333333333333,1701.5
37183005-08,2,10241,7068,1961,292,717,74,4029,11,2196.8333333333335,799.8333333333334
37183006-04,2,6929,4897,3391,398,741,88,281,15,1970.3333333333333,1383.0
37183006-05,2,4367,3206,2718,143,227,33,65,6,1276.0,1570.6666666666667
37183006-06,2,10600,7057,5171,409,780,113,573,14,2915.0,2338.5
37183006-07,2,5380,3914,2654,321,498,58,374,6,1670.5,1272.8333333333333
37183006-08,2,3346,2420,1609,204,490,41,85,3,1159.5,769.1666666666666
37183006-09,2,12143,7963,6176,469,557,171,578,6,2908.1666666666665,2869.5
37183006-10,2,6485,4250,3052,342,504,102,254,6,1461.3333333333333,1625.5
37183007-01,2,2861,2176,1363,239,467,54,86,8,1000.0,463.8333333333333
37183007-02,2,2317,1838,1332,136,272,24,74,1,897.8333333333334,555.3333333333334
37183007-03,2,2017,1591,1336,63,131,24,49,0,862.6666666666666,563.0
37183007-04,2,6118,5045,3276,510,996,102,179,7,2471.8333333333335,1050.0
37183007-05,2,2541,2064,1468,159,362,54,44,1,1009.6666666666666,587.0
37183007-06,2,4558,3798,3174,148,248,61,167,4,1811.0,1349.0
37183007-07,2,5893,4924,3865,268,553,44,175,5,2254.1666666666665,1419.5
37183007-09,2,5050,4173,2912,393,599,67,212,5,1832.6666666666667,956.8333333333334
37183007-10,2,7926,6611,4422,581,1116,114,412,7,2958.5,1386.5
37183007-11,2,1409,1190,1072,33,38,13,29,0,623.8333333333334,432.3333333333333
37183007-12,2,4145,3497,2320,323,683,34,152,3,1603.0,732.5
37183007-13,2,3048,2609,1838,163,444,28,128,5,1240.8333333333333,708.3333333333334
37183008-02,2,5529,4324,3268,257,537,71,192,5,2184.3333333333335,1318.1666666666667
37183008-03,2,8678,6706,4063,468,1407,91,666,20,2906.5,1708.3333333333333
37183008-04,2,2146,1665,1474,45,51,28,54,1,817.3333333333334,751.6666666666666
37183008-05,2,2805,2149,1809,64,149,16,99,5,1064.8333333333333,826.3333333333334
37183008-06,2,3799,3149,1809,324,861,90,110,1,1406.8333333333333,448.0
37183008-07,2,3350,2527,2132,91,97,37,159,1,1170.3333333333333,1145.1666666666667
37183008-08,2,6231,4435,3509,264,309,73,263,16,2211.1666666666665,1621.5
37183008-09,2,3169,2470,1645,307,351,71,117,1,1106.8333333333333,612.0
37183008-10,2,4203,3330,2200,212,604,71,247,7,1549.8333333333333,853.8333333333334
37183008-11,2,6316,4739,3027,363,677,76,631,5,2242.6666666666665,1240.8333333333333
37183009-01,2,3772,2914,1744,372,736,55,24,1,892.5,1078.8333333333333
37183009-02,2,6424,4769,2108,762,1778,130,74,12,1777.5,1024.5
37183009-03,2,5678,4242,2513,411,1171,111,62,4,1425.0,1525.3333333333333
37183010-01,2,2168,1668,1079,292,227,45,27,0,389.3333333333333,708.0
37183010-02,2,7693,5568,2584,1077,1692,162,126,14,1765.1666666666667,1437.0
37183010-03,2,4691,3490,1742,583,1046,129,67,11,1276.8333333333333,962.1666666666666
37183010-04,2,12838,9768,4741,1451,3223,240,242,16,3966.1666666666665,2613.8333333333335
37183011-01,2,8732,7748,5668,453,1113,106,408,26,3045.0,1486.1666666666667
37183011-02,2,6504,5802,4346,299,758,76,337,4,2524.5,1377.5
37183012-01,2,9426,6978,5489,540,624,144,204,12,2212.3333333333335,3006.6666666666665
37183012-02,2,7909,5780,3902,547,1055,159,144,9,2105.3333333333335,1879.8333333333333
37183012-04,2,8474,6123,4640,710,505,142,128,9,1470.0,2530.8333333333335
37183012-05,2,12886,8771,6639,858,884,138,236,9,3194.3333333333335,3474.5
37183012-06,2,6357,4769,3504,385,709,116,73,11,1586.3333333333333,1847.6666666666667
37183012-07,2,4974,3654,2430,484,519,130,126,1,1084.1666666666667,1363.6666666666667
37183012-08,2,7361,5397,3494,475,1156,106,176,14,2170.3333333333335,1729.8333333333333
37183012-09,2,8081,6092,4619,515,658,118,190,13,1936.1666666666667,2229.6666666666665
37183013-01,2,10658,7986,2197,1736,3640,237,486,12,3243.0,835.0
37183013-02,2,2871,2208,1729,112,254,39,95,4,1026.5,778.1666666666666
37183013-05,2,4236,3295,1311,450,1256,78,251,9,1340.6666666666667,441.5
37183013-06,2,4227,3411,2386,242,568,58,174,10,1610.5,1034.8333333333333
37183013-07,2,4231,3320,1196,548,1295,77,259,0,1450.0,563.8333333333334
37183013-08,2,6072,4410,1137,1166,1851,147,242,4,1890.6666666666667,457.1666666666667
37183013-09,2,7951,5855,1767,733,2787,104,550,7,2822.1666666666665,809.3333333333334
37183013-10,2,8750,6221,4793,347,761,66,250,3,2995.5,2135.3333333333335
37183013-11,2,4339,3425,2722,190,342,49,118,6,1514.3333333333333,1259.6666666666667
37183014-01,2,1185,928,772,42,71,18,18,0,260.5,433.3333333333333
37183014-02,2,9489,7022,5804,285,477,122,317,10,2254.8333333333335,3598.6666666666665
37183015-01,2,6482,5015,3603,565,659,140,80,3,1513.6666666666667,2096.8333333333335
37183015-02,2,9513,7211,4601,1069,1223,152,245,14,2376.8333333333335,2406.0
37183015-03,2,7621,5692,4305,542,639,121,68,14,1655.0,2511.8333333333335
37183015-04,2,3257,2573,1843,179,453,45,61,11,907.5,1094.8333333333333
37183016-01,2,5384,4290,2583,529,999,101,84,10,1264.6666666666667,1116.0
37183016-02,2,8853,6465,1775,1356,3170,196,137,4,3224.8333333333335,694.3333333333334
37183016-03,2,2733,2141,1048,364,656,49,36,7,803.1666666666666,450.6666666666667
37183016-04,2,3735,3056,2040,206,754,26,35,0,1305.8333333333333,1014.5
37183016-05,2,4313,3471,2092,505,692,104,115,3,1168.0,973.6666666666666
37183016-06,2,2687,2146,1047,249,749,61,56,2,771.8333333333334,368.6666666666667
37183016-07,2,4521,3597,2466,206,771,64,82,4,1669.0,1187.1666666666667
37183016-09,2,6707,5178,2646,618,1690,98,153,10,2128.5,1230.6666666666667
37183016-10,2,8391,5885,964,1078,3676,117,169,1,3427.6666666666665,514.3333333333334
37183016-11,2,5947,4228,782,711,2635,95,109,9,2174.1666666666665,404.1666666666667
37183017-01,2,5510,4174,1421,1051,1462,109,249,7,1593.6666666666667,590.3333333333334
37183017-02,2,3094,2345,1218,469,556,62,74,4,688.1666666666666,531.1666666666666
37183017-03,2,9870,7696,3549,670,2960,139,453,10,3830.0,1520.3333333333333
37183017-04,2,11877,8993,3591,1484,3442,262,366,24,3675.0,1762.6666666666667
37183017-05,2,6651,5072,1854,866,1916,111,395,6,2426.0,852.0
37183017-06,2,4531,3330,1568,797,861,117,43,7,988.1666666666666,870.0
37183017-07,2,7406,5353,1034,1474,2603,137,209,14,2598.1666666666665,444.0
37183017-09,2,7130,5059,598,980,3333,110,160,7,2771.0,286.6666666666667
37183017-10,2,2507,1963,746,484,581,51,136,1,680.1666666666666,342.1666666666667
37183017-11,2,8838,6367,1735,1820,2042,246,728,15,2773.6666666666665,859.6666666666666
37183017-12,2,6196,4255,1417,693,1876,129,252,13,1962.1666666666667,712.3333333333334
37183017-13,2,8139,6354,3088,557,2439,106,248,9,2905.5,1454.5
37183018-01,2,8732,7537,4648,499,1606,106,681,7,2971.3333333333335,880.6666666666666
37183018-02,2,6578,4935,4139,261,216,62,229,4,1964.6666666666667,2277.0
37183018-03,2,2998,2502,1953,101,161,51,249,2,1256.6666666666667,839.5
37183018-04,2,6758,5225,3471,816,514,93,274,2,1825.0,1731.1666666666667
37183018-05,2,6614,5039,4112,206,163,53,448,6,2507.8333333333335,1969.6666666666667
37183018-06,2,6387,5423,3384,395,836,125,684,9,2399.3333333333335,999.6666666666666
37183018-07,2,5085,3845,2955,368,300,59,151,4,1343.8333333333333,1660.3333333333333
37183018-08,2,6727,5615,3844,386,636,99,666,13,2233.0,1330.5
37183019-03,2,5124,3820,2819,279,527,104,113,17,1268.3333333333333,1327.6666666666667
37183019-05,2,4530,3442,2821,165,292,40,122,7,1182.6666666666667,1657.1666666666667
37183019-07,2,6898,4972,3277,345,1120,73,163,4,1741.0,1644.8333333333333
37183019-09,2,7355,5424,3828,317,1030,90,167,9,1801.3333333333333,2205.5
37183019-11,2,5434,4153,3069,294,558,67,137,6,1462.6666666666667,1301.3333333333333
37183019-12,2,11520,8264,5643,667,1460,141,342,11,2939.6666666666665,2705.5
37183019-13,2,3659,2875,1689,318,653,31,160,6,1145.8333333333333,730.1666666666666
37183019-14,2,4802,3567,2154,240,821,64,325,3,1400.3333333333333,1166.3333333333333
37183019-15,2,4425,3412,2311,243,559,55,258,8,1266.6666666666667,1213.1666666666667
37183019-16,2,4340,3348,1876,423,913,83,103,5,1267.8333333333333,1074.3333333333333
37183019-17,2,8723,6320,2907,754,2297,138,286,13,3058.1666666666665,1390.5
37183019-18,2,5353,3657,2483,280,639,85,180,0,1418.3333333333333,1361.1666666666667
37183019-19,2,10113,6993,5288,458,935,101,234,7,2514.5,2804.5
37183019-20,2,5182,3612,2434,236,693,60,193,1,1713.1666666666667,1550.0
37183019-21,2,8030,5705,3040,491,1640,72,490,11,2243.6666666666665,1618.5
37183020-01,2,7187,5178,2967,901,714,108,512,2,1890.3333333333333,1196.5
37183020-03,2,6234,4781,3701,270,259,106,464,4,2036.0,1514.8333333333333
37183020-04,2,6090,4252,2423,236,222,48,1310,5,1975.1666666666667,1123.5
37183020-05,2,5376,4404,3427,176,254,56,450,7,2015.0,1587.8333333333333
37183020-08,2,7596,5631,3818,427,482,65,816,1,2376.8333333333335,1742.6666666666667
37183020-09,2,3914,2848,2342,124,145,43,180,3,1430.5,1014.5
37183020-10,2,5272,3683,2173,122,103,27,1253,2,1822.5,991.1666666666666
37183020-11,2,8501,5922,4147,352,401,76,920,8,2373.3333333333335,1781.0
37183020-12,2,9992,7001,3607,384,443,82,2473,8,2338.6666666666665,1619.3333333333333
37183020-14,2,12056,7920,3474,352,464,60,3567,9,3619.6666666666665,1918.8333333333333
37183020-15,2,10582,7233,2508,429,920,109,3311,23,2509.3333333333335,1025.1666666666667
37183020-16,2,8179,5793,2385,406,1000,76,1937,16,2273.3333333333335,958.8333333333334
37183020-17,2,8917,5752,2660,277,364,59,2381,10,2337.5,1335.1666666666667
3718320-06A,2,8740,6204,3971,712,870,115,565,9,2611.0,1580.8333333333333
3718320-06B,2,5358,3736,3162,188,134,61,172,9,1776.8333333333333,1359.8333333333333
37185000001,11,1276,1127,797,24,278,22,6,3,351.1666666666667,475.5
37185000002,11,1149,1006,737,22,231,15,4,1,279.3333333333333,393.6666666666667
37185000003,11,1224,989,460,20,487,24,1,0,439.6666666666667,267.0
37185000004,11,1096,841,320,26,477,27,7,3,375.5,222.0
37185000005,11,2181,1891,573,59,1228,37,7,6,666.3333333333334,187.5
37185000006,11,1644,1310,495,48,749,37,9,6,617.8333333333334,251.5
37185000007,11,1155,888,303,60,497,27,12,1,403.1666666666667,167.33333333333334
37185000008,11,1626,1274,111,16,529,642,10,6,784.6666666666666,104.33333333333333
37185000009,11,712,580,276,12,270,25,9,1,230.16666666666666,172.16666666666666
37185000010,11,2357,1918,537,72,1269,59,10,3,1004.1666666666666,271.1666666666667
37185000011,11,461,351,108,11,227,23,2,1,168.5,81.16666666666667
37185000012,11,1147,1046,914,9,88,18,5,5,214.0,454.8333333333333
37185000013,11,920,717,316,28,360,16,6,4,252.66666666666666,187.83333333333334
37185000014,11,1694,1354,415,58,847,42,9,0,723.1666666666666,228.16666666666666
371870000LM,6,2267,1891,744,32,1091,22,13,0,885.3333333333334,443.8333333333333
371870000P1,6,1705,1325,496,7,781,27,6,4,615.6666666666666,263.6666666666667
371870000P2,6,1261,1013,317,25,661,6,7,0,518.0,139.83333333333334
371870000P3,6,3240,2538,1359,41,1108,19,7,7,834.3333333333334,895.6666666666666
371870000SC,6,1474,1197,787,67,325,11,8,2,310.1666666666667,531.6666666666666
371870000SK,6,1056,886,568,37,275,10,2,0,276.6666666666667,340.8333333333333
37189000001,8,687,542,494,19,4,16,5,0,180.0,235.5
37189000002,8,1332,1092,1014,25,4,30,11,0,229.16666666666666,587.0
37189000003,8,2913,2531,2370,70,23,35,30,10,999.1666666666666,1053.1666666666667
37189000004,8,4357,3611,3284,92,70,70,80,2,1323.6666666666667,1449.1666666666667
37189000005,8,1880,1689,1393,93,120,50,52,7,957.5,258.8333333333333
37189000006,8,5212,5042,3097,595,822,25,274,45,1212.5,466.3333333333333
37189000007,8,4679,4139,3698,211,101,97,54,24,1605.3333333333333,1182.8333333333333
37189000008,8,2951,2378,2202,67,16,70,14,2,634.1666666666666,1107.0
37189000009,8,749,618,552,30,13,14,9,3,181.5,260.5
37189000010,8,1475,1165,1098,27,3,27,9,0,335.3333333333333,490.1666666666667
37189000011,8,3139,2468,2292,61,33,54,26,1,703.8333333333334,1058.6666666666667
37189000012,8,3605,3471,2033,449,648,12,201,45,1231.8333333333333,458.5
37189000013,8,4262,3897,3178,298,203,56,128,4,1395.5,667.8333333333334
37189000014,8,3990,3388,2946,179,114,54,99,1,1375.6666666666667,942.1666666666666
37189000015,8,4885,3968,3294,374,100,73,107,10,1638.0,1126.5
37189000016,8,202,155,149,1,2,3,1,0,39.166666666666664,90.33333333333333
37189000017,8,835,688,651,7,5,19,2,0,201.33333333333334,283.6666666666667
37189000018,8,2420,1926,1736,117,23,34,18,2,450.5,938.6666666666666
37189000019,8,3898,3269,2959,134,68,65,39,3,1118.1666666666667,1244.6666666666667
37189000020,8,615,553,504,21,6,13,5,3,165.66666666666666,219.16666666666666
37191000001,7,3542,2800,1866,180,660,93,23,9,518.5,1088.0
37191000002,7,5146,4030,2946,259,712,64,62,4,706.3333333333334,1802.1666666666667
37191000003,7,5058,3793,2917,254,502,81,37,12,546.6666666666666,1828.5
37191000004,7,6559,4992,3723,277,818,93,112,10,864.0,2358.0
37191000005,7,4792,3712,2793,138,590,85,117,12,791.1666666666666,1964.3333333333333
37191000006,7,3610,2852,1647,165,911,35,82,7,868.8333333333334,1052.6666666666667
37191000007,7,6645,5146,3335,395,1224,95,110,4,1209.6666666666667,2025.1666666666667
37191000008,7,4364,3336,2524,256,439,88,36,4,473.8333333333333,1522.8333333333333
37191000009,7,4875,4069,2599,206,1075,91,86,5,524.6666666666666,1377.0
37191000010,7,3067,2349,760,109,1425,41,18,1,879.6666666666666,282.8333333333333
37191000011,7,3612,2880,1212,173,1392,25,117,4,1066.3333333333333,715.5
37191000012,7,4852,3907,1761,252,1599,73,238,12,1401.5,979.8333333333334
37191000013,7,2799,2184,757,223,1123,35,67,1,966.6666666666666,471.1666666666667
37191000014,7,4302,3392,2462,292,516,65,68,8,726.6666666666666,1688.6666666666667
37191000015,7,5882,4281,2287,1114,734,114,54,15,736.6666666666666,1472.6666666666667
37191000016,7,3810,2893,1584,387,820,59,39,8,642.6666666666666,967.1666666666666
37191000017,7,2574,1967,458,175,1298,24,68,11,675.1666666666666,52.0
37191000018,7,2364,1929,506,92,1297,30,20,5,712.0,168.33333333333334
37191000021,7,2393,1878,681,79,1075,28,32,3,912.6666666666666,375.3333333333333
37191000022,7,2726,2131,1037,129,852,17,107,6,704.0,543.6666666666666
37191000023,7,4073,2904,1553,395,790,94,139,11,594.3333333333334,579.6666666666666
37191000024,7,3818,2986,2498,262,182,51,1,1,309.5,1661.0
37191000026,7,4017,3085,1207,652,1150,60,31,6,917.5,687.0
